,,,0.112400000000,   0.25680,
,,,0.112600000000,   0.25600,
,,,0.112800000000,   0.25680,
,,,0.113000000000,   0.25680,
,,,0.113200000000,   0.25600,
,,,0.113400000000,   0.25600,
,,,0.113600000000,   0.25600,
,,,0.113800000000,   0.25680,
,,,0.114000000000,   0.25680,
,,,0.114200000000,   0.25680,
,,,0.114400000000,   0.25600,
,,,0.114600000000,   0.25680,
,,,0.114800000000,   0.25680,
,,,0.115000000000,   0.25680,
,,,0.115200000000,   0.25600,
,,,0.115400000000,   0.25600,
,,,0.115600000000,   0.25760,
,,,0.115800000000,   0.25600,
,,,0.116000000000,   0.25680,
,,,0.116200000000,   0.25680,
,,,0.116400000000,   0.25600,
,,,0.116600000000,   0.25600,
,,,0.116800000000,   0.25680,
,,,0.117000000000,   0.25760,
,,,0.117200000000,   0.25600,
,,,0.117400000000,   0.25760,
,,,0.117600000000,   0.25680,
,,,0.117800000000,   0.25600,
,,,0.118000000000,   0.25680,
,,,0.118200000000,   0.25680,
,,,0.118400000000,   0.25760,
,,,0.118600000000,   0.25600,
,,,0.118800000000,   0.25680,
,,,0.119000000000,   0.25680,
,,,0.119200000000,   0.25760,
,,,0.119400000000,   0.25680,
,,,0.119600000000,   0.25760,
,,,0.119800000000,   0.25680,
,,,0.120000000000,   0.25680,
,,,0.120200000000,   0.25680,
,,,0.120400000000,   0.25680,
,,,0.120600000000,   0.25760,
,,,0.120800000000,   0.25680,
,,,0.121000000000,   0.25760,
,,,0.121200000000,   0.25840,
,,,0.121400000000,   0.25760,
,,,0.121600000000,   0.25760,
,,,0.121800000000,   0.25760,
,,,0.122000000000,   0.25760,
,,,0.122200000000,   0.25680,
,,,0.122400000000,   0.25680,
,,,0.122600000000,   0.25760,
,,,0.122800000000,   0.25760,
,,,0.123000000000,   0.25680,
,,,0.123200000000,   0.25840,
,,,0.123400000000,   0.25760,
,,,0.123600000000,   0.25840,
,,,0.123800000000,   0.25760,
,,,0.124000000000,   0.25760,
,,,0.124200000000,   0.25840,
,,,0.124400000000,   0.25760,
,,,0.124600000000,   0.25760,
,,,0.124800000000,   0.25760,
,,,0.125000000000,   0.25760,
,,,0.125200000000,   0.25760,
,,,0.125400000000,   0.25760,
,,,0.125600000000,   0.25920,
,,,0.125800000000,   0.25760,
,,,0.126000000000,   0.25760,
,,,0.126200000000,   0.25840,
,,,0.126400000000,   0.25760,
,,,0.126600000000,   0.25840,
,,,0.126800000000,   0.25920,
,,,0.127000000000,   0.25840,
,,,0.127200000000,   0.25920,
,,,0.127400000000,   0.25760,
,,,0.127600000000,   0.25840,
,,,0.127800000000,   0.25760,
,,,0.128000000000,   0.25760,
,,,0.128200000000,   0.25760,
,,,0.128400000000,   0.25840,
,,,0.128600000000,   0.25840,
,,,0.128800000000,   0.26000,
,,,0.129000000000,   0.25840,
,,,0.129200000000,   0.25920,
,,,0.129400000000,   0.25840,
,,,0.129600000000,   0.25840,
,,,0.129800000000,   0.25840,
,,,0.130000000000,   0.25840,
,,,0.130200000000,   0.25840,
,,,0.130400000000,   0.25840,
,,,0.130600000000,   0.25840,
,,,0.130800000000,   0.25840,
,,,0.131000000000,   0.25920,
,,,0.131200000000,   0.25920,
,,,0.131400000000,   0.25840,
,,,0.131600000000,   0.25920,
,,,0.131800000000,   0.25840,
,,,0.132000000000,   0.25760,
,,,0.132200000000,   0.26000,
,,,0.132400000000,   0.25920,
,,,0.132600000000,   0.25840,
,,,0.132800000000,   0.25840,
,,,0.133000000000,   0.25920,
,,,0.133200000000,   0.25920,
,,,0.133400000000,   0.25840,
,,,0.133600000000,   0.25840,
,,,0.133800000000,   0.26000,
,,,0.134000000000,   0.25920,
,,,0.134200000000,   0.26000,
,,,0.134400000000,   0.26000,
,,,0.134600000000,   0.25920,
,,,0.134800000000,   0.25920,
,,,0.135000000000,   0.26000,
,,,0.135200000000,   0.26000,
,,,0.135400000000,   0.25920,
,,,0.135600000000,   0.25920,
,,,0.135800000000,   0.25920,
,,,0.136000000000,   0.25920,
,,,0.136200000000,   0.25920,
,,,0.136400000000,   0.26000,
,,,0.136600000000,   0.26000,
,,,0.136800000000,   0.25840,
,,,0.137000000000,   0.25920,
,,,0.137200000000,   0.26000,
,,,0.137400000000,   0.25920,
,,,0.137600000000,   0.26000,
,,,0.137800000000,   0.26000,
,,,0.138000000000,   0.26000,
,,,0.138200000000,   0.25920,
,,,0.138400000000,   0.26000,
,,,0.138600000000,   0.25920,
,,,0.138800000000,   0.26000,
,,,0.139000000000,   0.26000,
,,,0.139200000000,   0.26080,
,,,0.139400000000,   0.25920,
,,,0.139600000000,   0.25920,
,,,0.139800000000,   0.26000,
,,,0.140000000000,   0.26000,
,,,0.140200000000,   0.26000,
,,,0.140400000000,   0.26000,
,,,0.140600000000,   0.26000,
,,,0.140800000000,   0.26000,
,,,0.141000000000,   0.26000,
,,,0.141200000000,   0.26000,
,,,0.141400000000,   0.25920,
,,,0.141600000000,   0.26000,
,,,0.141800000000,   0.26000,
,,,0.142000000000,   0.26000,
,,,0.142200000000,   0.26000,
,,,0.142400000000,   0.26000,
,,,0.142600000000,   0.25920,
,,,0.142800000000,   0.26000,
,,,0.143000000000,   0.26000,
,,,0.143200000000,   0.26000,
,,,0.143400000000,   0.25920,
,,,0.143600000000,   0.26080,
,,,0.143800000000,   0.26000,
,,,0.144000000000,   0.26000,
,,,0.144200000000,   0.26000,
,,,0.144400000000,   0.26000,
,,,0.144600000000,   0.26000,
,,,0.144800000000,   0.26000,
,,,0.145000000000,   0.26000,
,,,0.145200000000,   0.26000,
,,,0.145400000000,   0.26160,
,,,0.145600000000,   0.25920,
,,,0.145800000000,   0.26000,
,,,0.146000000000,   0.26000,
,,,0.146200000000,   0.26000,
,,,0.146400000000,   0.26000,
,,,0.146600000000,   0.26000,
,,,0.146800000000,   0.26000,
,,,0.147000000000,   0.26000,
,,,0.147200000000,   0.26000,
,,,0.147400000000,   0.26000,
,,,0.147600000000,   0.26000,
,,,0.147800000000,   0.25920,
,,,0.148000000000,   0.26000,
,,,0.148200000000,   0.26000,
,,,0.148400000000,   0.26000,
,,,0.148600000000,   0.26000,
,,,0.148800000000,   0.26000,
,,,0.149000000000,   0.26000,
,,,0.149200000000,   0.26000,
,,,0.149400000000,   0.26000,
,,,0.149600000000,   0.26000,
,,,0.149800000000,   0.26000,
,,,0.150000000000,   0.25920,
,,,0.150200000000,   0.25920,
,,,0.150400000000,   0.26000,
,,,0.150600000000,   0.26000,
,,,0.150800000000,   0.26000,
,,,0.151000000000,   0.26000,
,,,0.151200000000,   0.25920,
,,,0.151400000000,   0.25920,
,,,0.151600000000,   0.25840,
,,,0.151800000000,   0.26000,
,,,0.152000000000,   0.25920,
,,,0.152200000000,   0.26000,
,,,0.152400000000,   0.25920,
,,,0.152600000000,   0.25920,
,,,0.152800000000,   0.26000,
,,,0.153000000000,   0.25920,
,,,0.153200000000,   0.25920,
,,,0.153400000000,   0.26000,
,,,0.153600000000,   0.26000,
,,,0.153800000000,   0.25920,
,,,0.154000000000,   0.26000,
,,,0.154200000000,   0.25920,
,,,0.154400000000,   0.26000,
,,,0.154600000000,   0.25920,
,,,0.154800000000,   0.25920,
,,,0.155000000000,   0.26000,
,,,0.155200000000,   0.25840,
,,,0.155400000000,   0.25840,
,,,0.155600000000,   0.26000,
,,,0.155800000000,   0.25920,
,,,0.156000000000,   0.25920,
,,,0.156200000000,   0.26000,
,,,0.156400000000,   0.25920,
,,,0.156600000000,   0.25920,
,,,0.156800000000,   0.25920,
,,,0.157000000000,   0.25920,
,,,0.157200000000,   0.25840,
,,,0.157400000000,   0.25840,
,,,0.157600000000,   0.25840,
,,,0.157800000000,   0.25920,
,,,0.158000000000,   0.25920,
,,,0.158200000000,   0.26000,
,,,0.158400000000,   0.26000,
,,,0.158600000000,   0.25760,
,,,0.158800000000,   0.25760,
,,,0.159000000000,   0.25840,
,,,0.159200000000,   0.25920,
,,,0.159400000000,   0.25840,
,,,0.159600000000,   0.25840,
,,,0.159800000000,   0.25840,
,,,0.160000000000,   0.25920,
,,,0.160200000000,   0.26000,
,,,0.160400000000,   0.25760,
,,,0.160600000000,   0.25840,
,,,0.160800000000,   0.25840,
,,,0.161000000000,   0.25760,
,,,0.161200000000,   0.25760,
,,,0.161400000000,   0.25920,
,,,0.161600000000,   0.25840,
,,,0.161800000000,   0.25840,
,,,0.162000000000,   0.25920,
,,,0.162200000000,   0.25840,
,,,0.162400000000,   0.25840,
,,,0.162600000000,   0.25760,
,,,0.162800000000,   0.25920,
,,,0.163000000000,   0.25840,
,,,0.163200000000,   0.25760,
,,,0.163400000000,   0.25760,
,,,0.163600000000,   0.25840,
,,,0.163800000000,   0.25680,
,,,0.164000000000,   0.25840,
,,,0.164200000000,   0.25840,
,,,0.164400000000,   0.25840,
,,,0.164600000000,   0.25840,
,,,0.164800000000,   0.25760,
,,,0.165000000000,   0.25760,
,,,0.165200000000,   0.25840,
,,,0.165400000000,   0.25760,
,,,0.165600000000,   0.25840,
,,,0.165800000000,   0.25760,
,,,0.166000000000,   0.25840,
,,,0.166200000000,   0.25760,
,,,0.166400000000,   0.25840,
,,,0.166600000000,   0.25760,
,,,0.166800000000,   0.25760,
,,,0.167000000000,   0.25840,
,,,0.167200000000,   0.25760,
,,,0.167400000000,   0.25840,
,,,0.167600000000,   0.25840,
,,,0.167800000000,   0.25840,
,,,0.168000000000,   0.25760,
,,,0.168200000000,   0.25760,
,,,0.168400000000,   0.25840,
,,,0.168600000000,   0.25680,
,,,0.168800000000,   0.25760,
,,,0.169000000000,   0.25600,
,,,0.169200000000,   0.25760,
,,,0.169400000000,   0.25760,
,,,0.169600000000,   0.25680,
,,,0.169800000000,   0.25760,
,,,0.170000000000,   0.25760,
,,,0.170200000000,   0.25680,
,,,0.170400000000,   0.25760,
,,,0.170600000000,   0.25760,
,,,0.170800000000,   0.25760,
,,,0.171000000000,   0.25760,
,,,0.171200000000,   0.25680,
,,,0.171400000000,   0.25680,
,,,0.171600000000,   0.25760,
,,,0.171800000000,   0.25680,
,,,0.172000000000,   0.25760,
,,,0.172200000000,   0.25760,
,,,0.172400000000,   0.25760,
,,,0.172600000000,   0.25680,
,,,0.172800000000,   0.25680,
,,,0.173000000000,   0.25680,
,,,0.173200000000,   0.25680,
,,,0.173400000000,   0.25760,
,,,0.173600000000,   0.25760,
,,,0.173800000000,   0.25680,
,,,0.174000000000,   0.25680,
,,,0.174200000000,   0.25760,
,,,0.174400000000,   0.25680,
,,,0.174600000000,   0.25760,
,,,0.174800000000,   0.25600,
,,,0.175000000000,   0.25680,
,,,0.175200000000,   0.25680,
,,,0.175400000000,   0.25680,
,,,0.175600000000,   0.25680,
,,,0.175800000000,   0.25600,
,,,0.176000000000,   0.25600,
,,,0.176200000000,   0.25600,
,,,0.176400000000,   0.25600,
,,,0.176600000000,   0.25680,
,,,0.176800000000,   0.25680,
,,,0.177000000000,   0.25600,
,,,0.177200000000,   0.25600,
,,,0.177400000000,   0.25680,
,,,0.177600000000,   0.25600,
,,,0.177800000000,   0.25600,
,,,0.178000000000,   0.25600,
,,,0.178200000000,   0.25680,
,,,0.178400000000,   0.25680,
,,,0.178600000000,   0.25680,
,,,0.178800000000,   0.25600,
,,,0.179000000000,   0.25600,
,,,0.179200000000,   0.25600,
,,,0.179400000000,   0.25680,
,,,0.179600000000,   0.25760,
,,,0.179800000000,   0.25600,
,,,0.180000000000,   0.25600,
,,,0.180200000000,   0.25600,
,,,0.180400000000,   0.25600,
,,,0.180600000000,   0.25600,
,,,0.180800000000,   0.25600,
,,,0.181000000000,   0.25680,
,,,0.181200000000,   0.25600,
,,,0.181400000000,   0.25520,
,,,0.181600000000,   0.25600,
,,,0.181800000000,   0.25600,
,,,0.182000000000,   0.25520,
,,,0.182200000000,   0.25680,
,,,0.182400000000,   0.25520,
,,,0.182600000000,   0.25600,
,,,0.182800000000,   0.25440,
,,,0.183000000000,   0.25600,
,,,0.183200000000,   0.25520,
,,,0.183400000000,   0.25600,
,,,0.183600000000,   0.25600,
,,,0.183800000000,   0.25520,
,,,0.184000000000,   0.25680,
,,,0.184200000000,   0.25520,
,,,0.184400000000,   0.25600,
,,,0.184600000000,   0.25520,
,,,0.184800000000,   0.25600,
,,,0.185000000000,   0.25520,
,,,0.185200000000,   0.25520,
,,,0.185400000000,   0.25520,
,,,0.185600000000,   0.25440,
,,,0.185800000000,   0.25520,
,,,0.186000000000,   0.25600,
,,,0.186200000000,   0.25520,
,,,0.186400000000,   0.25600,
,,,0.186600000000,   0.25520,
,,,0.186800000000,   0.25520,
,,,0.187000000000,   0.25520,
,,,0.187200000000,   0.25600,
,,,0.187400000000,   0.25520,
,,,0.187600000000,   0.25520,
,,,0.187800000000,   0.25440,
,,,0.188000000000,   0.25440,
,,,0.188200000000,   0.25520,
,,,0.188400000000,   0.25440,
,,,0.188600000000,   0.25520,
,,,0.188800000000,   0.25440,
,,,0.189000000000,   0.25520,
,,,0.189200000000,   0.25520,
,,,0.189400000000,   0.25520,
,,,0.189600000000,   0.25440,
,,,0.189800000000,   0.25440,
,,,0.190000000000,   0.25520,
,,,0.190200000000,   0.25520,
,,,0.190400000000,   0.25520,
,,,0.190600000000,   0.25440,
,,,0.190800000000,   0.25520,
,,,0.191000000000,   0.25440,
,,,0.191200000000,   0.25520,
,,,0.191400000000,   0.25600,
,,,0.191600000000,   0.25440,
,,,0.191800000000,   0.25360,
,,,0.192000000000,   0.25360,
,,,0.192200000000,   0.25360,
,,,0.192400000000,   0.25520,
,,,0.192600000000,   0.25440,
,,,0.192800000000,   0.25440,
,,,0.193000000000,   0.25440,
,,,0.193200000000,   0.25440,
,,,0.193400000000,   0.25520,
,,,0.193600000000,   0.25520,
,,,0.193800000000,   0.25360,
,,,0.194000000000,   0.25360,
,,,0.194200000000,   0.25520,
,,,0.194400000000,   0.25360,
,,,0.194600000000,   0.25440,
,,,0.194800000000,   0.25360,
,,,0.195000000000,   0.25440,
,,,0.195200000000,   0.25360,
,,,0.195400000000,   0.25360,
,,,0.195600000000,   0.25440,
,,,0.195800000000,   0.25440,
,,,0.196000000000,   0.25360,
,,,0.196200000000,   0.25440,
,,,0.196400000000,   0.25440,
,,,0.196600000000,   0.25440,
,,,0.196800000000,   0.25360,
,,,0.197000000000,   0.25440,
,,,0.197200000000,   0.25360,
,,,0.197400000000,   0.25360,
,,,0.197600000000,   0.25360,
,,,0.197800000000,   0.25360,
,,,0.198000000000,   0.25360,
,,,0.198200000000,   0.25440,
,,,0.198400000000,   0.25440,
,,,0.198600000000,   0.25440,
,,,0.198800000000,   0.25360,
,,,0.199000000000,   0.25360,
,,,0.199200000000,   0.25440,
,,,0.199400000000,   0.25440,
,,,0.199600000000,   0.25440,
,,,0.199800000000,   0.25360,
,,,0.200000000000,   0.25440,
,,,0.200200000000,   0.25360,
,,,0.200400000000,   0.25280,
,,,0.200600000000,   0.25280,
,,,0.200800000000,   0.25360,
,,,0.201000000000,   0.25360,
,,,0.201200000000,   0.25360,
,,,0.201400000000,   0.25360,
,,,0.201600000000,   0.25360,
,,,0.201800000000,   0.25280,
,,,0.202000000000,   0.25360,
,,,0.202200000000,   0.25200,
,,,0.202400000000,   0.25200,
,,,0.202600000000,   0.25280,
,,,0.202800000000,   0.25280,
,,,0.203000000000,   0.25360,
,,,0.203200000000,   0.25280,
,,,0.203400000000,   0.25280,
,,,0.203600000000,   0.25360,
,,,0.203800000000,   0.25360,
,,,0.204000000000,   0.25200,
,,,0.204200000000,   0.25280,
,,,0.204400000000,   0.25280,
,,,0.204600000000,   0.25280,
,,,0.204800000000,   0.25360,
,,,0.205000000000,   0.25200,
,,,0.205200000000,   0.25200,
,,,0.205400000000,   0.25280,
,,,0.205600000000,   0.25280,
,,,0.205800000000,   0.25280,
,,,0.206000000000,   0.25280,
,,,0.206200000000,   0.25200,
,,,0.206400000000,   0.25200,
,,,0.206600000000,   0.25360,
,,,0.206800000000,   0.25280,
,,,0.207000000000,   0.25200,
,,,0.207200000000,   0.25200,
,,,0.207400000000,   0.25200,
,,,0.207600000000,   0.25360,
,,,0.207800000000,   0.25200,
,,,0.208000000000,   0.25280,
,,,0.208200000000,   0.25200,
,,,0.208400000000,   0.25280,
,,,0.208600000000,   0.25200,
,,,0.208800000000,   0.25280,
,,,0.209000000000,   0.25200,
,,,0.209200000000,   0.25200,
,,,0.209400000000,   0.25200,
,,,0.209600000000,   0.25200,
,,,0.209800000000,   0.25200,
,,,0.210000000000,   0.25200,
,,,0.210200000000,   0.25280,
,,,0.210400000000,   0.25120,
,,,0.210600000000,   0.25280,
,,,0.210800000000,   0.25200,
,,,0.211000000000,   0.25200,
,,,0.211200000000,   0.25120,
,,,0.211400000000,   0.25280,
,,,0.211600000000,   0.25360,
,,,0.211800000000,   0.25200,
,,,0.212000000000,   0.25120,
,,,0.212200000000,   0.25120,
,,,0.212400000000,   0.25200,
,,,0.212600000000,   0.25200,
,,,0.212800000000,   0.25200,
,,,0.213000000000,   0.25120,
,,,0.213200000000,   0.25120,
,,,0.213400000000,   0.25120,
,,,0.213600000000,   0.25200,
,,,0.213800000000,   0.25200,
,,,0.214000000000,   0.25200,
,,,0.214200000000,   0.25200,
,,,0.214400000000,   0.25120,
,,,0.214600000000,   0.25200,
,,,0.214800000000,   0.25120,
,,,0.215000000000,   0.25120,
,,,0.215200000000,   0.25120,
,,,0.215400000000,   0.25200,
,,,0.215600000000,   0.25120,
,,,0.215800000000,   0.25200,
,,,0.216000000000,   0.25120,
,,,0.216200000000,   0.25200,
,,,0.216400000000,   0.25120,
,,,0.216600000000,   0.25120,
,,,0.216800000000,   0.25120,
,,,0.217000000000,   0.25040,
,,,0.217200000000,   0.25120,
,,,0.217400000000,   0.25120,
,,,0.217600000000,   0.25040,
,,,0.217800000000,   0.25200,
,,,0.218000000000,   0.25200,
,,,0.218200000000,   0.25040,
,,,0.218400000000,   0.25120,
,,,0.218600000000,   0.25040,
,,,0.218800000000,   0.25040,
,,,0.219000000000,   0.25040,
,,,0.219200000000,   0.25040,
,,,0.219400000000,   0.25040,
,,,0.219600000000,   0.25040,
,,,0.219800000000,   0.25200,
,,,0.220000000000,   0.25040,
,,,0.220200000000,   0.25040,
,,,0.220400000000,   0.25040,
,,,0.220600000000,   0.25120,
,,,0.220800000000,   0.25040,
,,,0.221000000000,   0.25040,
,,,0.221200000000,   0.25040,
,,,0.221400000000,   0.25200,
,,,0.221600000000,   0.25120,
,,,0.221800000000,   0.24960,
,,,0.222000000000,   0.25040,
,,,0.222200000000,   0.25040,
,,,0.222400000000,   0.25040,
,,,0.222600000000,   0.25040,
,,,0.222800000000,   0.25040,
,,,0.223000000000,   0.25040,
,,,0.223200000000,   0.25040,
,,,0.223400000000,   0.25120,
,,,0.223600000000,   0.25040,
,,,0.223800000000,   0.25040,
,,,0.224000000000,   0.25120,
,,,0.224200000000,   0.25040,
,,,0.224400000000,   0.24960,
,,,0.224600000000,   0.25120,
,,,0.224800000000,   0.24960,
,,,0.225000000000,   0.24960,
,,,0.225200000000,   0.24960,
,,,0.225400000000,   0.24960,
,,,0.225600000000,   0.24960,
,,,0.225800000000,   0.25120,
,,,0.226000000000,   0.25040,
,,,0.226200000000,   0.24960,
,,,0.226400000000,   0.24960,
,,,0.226600000000,   0.24960,
,,,0.226800000000,   0.25040,
,,,0.227000000000,   0.24960,
,,,0.227200000000,   0.24960,
,,,0.227400000000,   0.25040,
,,,0.227600000000,   0.25040,
,,,0.227800000000,   0.25040,
,,,0.228000000000,   0.24960,
,,,0.228200000000,   0.24960,
,,,0.228400000000,   0.24960,
,,,0.228600000000,   0.24960,
,,,0.228800000000,   0.24960,
,,,0.229000000000,   0.24960,
,,,0.229200000000,   0.25040,
,,,0.229400000000,   0.25040,
,,,0.229600000000,   0.25040,
,,,0.229800000000,   0.25040,
,,,0.230000000000,   0.24960,
,,,0.230200000000,   0.24960,
,,,0.230400000000,   0.24880,
,,,0.230600000000,   0.24880,
,,,0.230800000000,   0.24880,
,,,0.231000000000,   0.24960,
,,,0.231200000000,   0.25040,
,,,0.231400000000,   0.24800,
,,,0.231600000000,   0.24960,
,,,0.231800000000,   0.24960,
,,,0.232000000000,   0.24960,
,,,0.232200000000,   0.24880,
,,,0.232400000000,   0.24960,
,,,0.232600000000,   0.24960,
,,,0.232800000000,   0.24880,
,,,0.233000000000,   0.24880,
,,,0.233200000000,   0.24960,
,,,0.233400000000,   0.24960,
,,,0.233600000000,   0.24960,
,,,0.233800000000,   0.24880,
,,,0.234000000000,   0.24960,
,,,0.234200000000,   0.24960,
,,,0.234400000000,   0.24960,
,,,0.234600000000,   0.24800,
,,,0.234800000000,   0.24880,
,,,0.235000000000,   0.24880,
,,,0.235200000000,   0.24960,
,,,0.235400000000,   0.24880,
,,,0.235600000000,   0.24960,
,,,0.235800000000,   0.24960,
,,,0.236000000000,   0.24880,
,,,0.236200000000,   0.24880,
,,,0.236400000000,   0.24960,
,,,0.236600000000,   0.24880,
,,,0.236800000000,   0.24880,
,,,0.237000000000,   0.24880,
,,,0.237200000000,   0.24800,
,,,0.237400000000,   0.24880,
,,,0.237600000000,   0.24960,
,,,0.237800000000,   0.24880,
,,,0.238000000000,   0.24880,
,,,0.238200000000,   0.24800,
,,,0.238400000000,   0.24800,
,,,0.238600000000,   0.24800,
,,,0.238800000000,   0.24880,
,,,0.239000000000,   0.24880,
,,,0.239200000000,   0.24880,
,,,0.239400000000,   0.24800,
,,,0.239600000000,   0.24800,
,,,0.239800000000,   0.24880,
,,,0.240000000000,   0.24800,
,,,0.240200000000,   0.24880,
,,,0.240400000000,   0.24800,
,,,0.240600000000,   0.24800,
,,,0.240800000000,   0.24880,
,,,0.241000000000,   0.24800,
,,,0.241200000000,   0.24800,
,,,0.241400000000,   0.24800,
,,,0.241600000000,   0.24800,
,,,0.241800000000,   0.24880,
,,,0.242000000000,   0.24800,
,,,0.242200000000,   0.24800,
,,,0.242400000000,   0.24800,
,,,0.242600000000,   0.24800,
,,,0.242800000000,   0.24880,
,,,0.243000000000,   0.24800,
,,,0.243200000000,   0.24800,
,,,0.243400000000,   0.24880,
,,,0.243600000000,   0.24800,
,,,0.243800000000,   0.24800,
,,,0.244000000000,   0.24800,
,,,0.244200000000,   0.24800,
,,,0.244400000000,   0.24880,
,,,0.244600000000,   0.24800,
,,,0.244800000000,   0.24800,
,,,0.245000000000,   0.24800,
,,,0.245200000000,   0.24800,
,,,0.245400000000,   0.24800,
,,,0.245600000000,   0.24720,
,,,0.245800000000,   0.24800,
,,,0.246000000000,   0.24800,
,,,0.246200000000,   0.24800,
,,,0.246400000000,   0.24720,
,,,0.246600000000,   0.24800,
,,,0.246800000000,   0.24800,
,,,0.247000000000,   0.24720,
,,,0.247200000000,   0.24800,
,,,0.247400000000,   0.24720,
,,,0.247600000000,   0.24720,
,,,0.247800000000,   0.24800,
,,,0.248000000000,   0.24800,
,,,0.248200000000,   0.24800,
,,,0.248400000000,   0.24720,
,,,0.248600000000,   0.24800,
,,,0.248800000000,   0.24720,
,,,0.249000000000,   0.24720,
,,,0.249200000000,   0.24800,
,,,0.249400000000,   0.24720,
,,,0.249600000000,   0.24720,
,,,0.249800000000,   0.24720,
,,,0.250000000000,   0.24800,
,,,0.250200000000,   0.24720,
,,,0.250400000000,   0.24800,
,,,0.250600000000,   0.24800,
,,,0.250800000000,   0.24720,
,,,0.251000000000,   0.24640,
,,,0.251200000000,   0.24800,
,,,0.251400000000,   0.24720,
,,,0.251600000000,   0.24720,
,,,0.251800000000,   0.24640,
,,,0.252000000000,   0.24720,
,,,0.252200000000,   0.24720,
